timestamp,value
477,15796.96049
478,15716.71733
479,15618.23708
480,15734.95441
481,15950.15198
482,16216.413369999998
483,16541.03343
484,17223.1003
485,17638.90578
486,18040.121580000006
487,18528.87538
488,18758.66261
489,19287.53799
490,19597.56839
491,20429.179330000006
492,20549.54407
493,20863.22188
494,21202.43161
495,21249.84802
496,21563.52584
497,21475.98784
498,21734.95441
499,22128.87538
500,22234.65046
501,22362.31003
502,21392.09726
503,21439.51368
504,21942.85714
505,22154.40729
506,21873.55623
507,21928.26748
508,22030.39514
509,22333.1307
510,22256.53495
511,21968.38906
512,21913.67781
513,21669.30091
514,21596.35258
515,21713.06991
516,21603.64742
517,21578.1155
518,21413.98176
519,21410.33435
520,21789.66565
521,21702.12766
522,21527.05167
523,21578.1155
524,21603.64742
525,21829.78723
526,21676.59574
527,21231.61094
528,20994.52888
529,20859.57447
530,21012.76596
531,21122.18845
532,20998.17629
533,21045.59271
534,21432.21884
535,22121.58055
536,23482.06687
537,25382.37082
538,26819.45289
539,27443.16109
540,27665.6535
541,27698.48024
542,27479.63526000001
543,27311.8541
544,27304.55927
545,27322.79635
546,27443.16109
547,27304.55927
548,27403.03951
549,27264.43769
550,27122.18845
551,27052.88754
552,27118.54103
553,27147.72036000001
554,27508.81459
555,27351.97568
556,27052.88754
557,27009.11854
558,27001.82371
559,26761.09422
560,26403.64742
561,26017.02128
562,25820.06079
563,25174.46809
564,24897.26444
565,24605.47112
566,24186.01824
567,23657.14286
568,23317.93313
569,22606.68693
570,21895.44073
571,21413.98176
572,20877.81155
573,20432.82675
574,19812.76596
575,19455.31915
576,18948.32827
577,18258.96657
578,17741.03343
579,17328.87538
580,16847.416409999998
581,16500.91185
582,16245.59271
583,15895.440730000002
584,15541.64134
585,15034.65046
586,14680.85106
587,14713.67781
588,14286.93009
589,14082.67477
590,13918.54103
591,13710.6383
592,13619.45289
593,13539.20973
594,13524.62006
595,13488.1459
596,13520.97264
597,13404.25532
598,13371.42857
599,13429.787230000002
600,13334.95441
601,13356.83891
602,13415.19757
603,13444.3769
604,13484.498480000002
605,13579.33131
606,13776.29179
607,13750.75988
608,14049.84802
609,14148.328269999998
610,14228.571430000002
611,14648.02432
612,15271.73252
613,15297.26444
614,15486.93009
615,15527.05167
616,15683.89058
617,15855.31915
618,15953.79939
619,16314.89362
620,16209.11854
621,15829.787230000002
622,15468.69301
623,15563.52584
624,15654.71125
625,16085.10638
626,16559.27052
627,17150.151980000002
628,17576.8997
629,17788.44985
630,18014.58967
631,18299.08815
632,18623.70821
633,18959.27052
634,19389.66565
635,19677.81155
636,19747.11246
637,19929.48328
638,20345.28875
639,20524.01216
640,20739.20973
641,20648.02432
642,20855.92705
643,21133.1307
644,21275.37994
645,21304.55927
646,21184.19453
647,21093.00912
648,21085.71429
649,21403.03951
650,21939.20973
651,22092.40122
652,22117.93313
653,22055.92705
654,21724.01216
655,21906.38298
656,21610.94225
657,21665.6535
658,21829.78723
659,21519.75684
660,21567.17325
661,21523.40426
662,21523.40426
663,21680.24316
664,21749.54407
665,21654.71125
666,21315.50152
667,21479.63526
668,21662.006080000006
669,21662.006080000006
670,21534.3465
671,21235.25836
672,21093.00912
673,21187.84195
674,21242.55319
675,21114.89362
676,21001.82371
677,21173.25228
678,21512.46201
679,22489.9696
680,23503.95137
681,25163.52584
682,26753.79939
683,27527.05167
684,27384.80243
685,27319.14894
686,27432.21884
687,27184.19453
688,27206.07903
689,27184.19453
690,27133.1307
691,27257.142860000004
692,27625.53191
693,27155.0152
694,26928.87538
695,26965.34954
696,26815.80547
697,27162.31003
698,27337.38602
699,27034.65046
700,26888.7538
701,26764.74164
702,26571.42857
703,26330.69909
704,26221.2766
705,25831.00304
706,25466.2614
707,25214.58967
708,24977.5076
709,24806.07903
710,24138.60182
711,23879.63526
712,23434.65046
713,22851.06383000001
714,22303.95137
715,21837.08207
716,21071.12462
717,20476.59574
718,19947.72036
719,19575.68389
720,19035.86626
721,18466.8693
722,18102.12766
723,17642.553190000002
724,17179.331309999998
725,16858.358659999998
726,16314.89362
727,15924.62006
728,15818.844980000002
729,15264.43769
730,15158.66261
731,15089.3617
732,14837.68997
733,14655.31915
734,14633.43465
735,14327.05167
736,14243.16109
737,14057.14286
738,13947.72036
739,14009.72644
740,13984.19453
741,13871.12462
742,13980.54711
743,13965.95745
744,13947.72036
745,13929.48328
746,13805.471119999998
747,13732.5228
748,13823.70821
749,13944.07295
750,14122.79635
751,14181.155019999998
752,14374.46809
753,14385.41033
754,14706.38298
755,15246.20061
756,15807.90274
757,15807.90274
758,15793.313069999998
759,15851.671730000002
760,16176.29179
761,16026.74772
762,15953.79939
763,16442.553190000002
764,16358.66261
765,16081.45897
766,15786.01824
767,15632.82675
768,16070.51672
769,16344.07295
770,16511.8541
771,17157.446809999998
772,17234.04255
773,17471.12462
774,18127.65957
775,18412.15805
776,18612.76596
777,18988.44985
778,19196.35258
779,19637.68997
780,19772.64438
781,20192.09726
782,20359.87842
783,20538.60182
784,21082.06687
785,21534.3465
786,21734.95441
787,22004.86322
788,21950.15198
789,22063.22188
790,22201.82371
791,22008.51064
792,21990.27356
793,21986.62614
794,21775.07599
795,21479.63526
796,21512.46201
797,21556.231
798,21293.61702
799,21680.24316
800,21902.73556
801,21993.92097
802,21778.7234
803,21858.96657
804,21786.01824
805,21753.19149
806,21556.231
807,21461.39818
808,21246.20061
809,21308.20669
810,21497.87234
811,21636.47416
812,21421.2766
813,21804.25532
814,21731.30699
815,21694.83283
816,21570.82067
817,21348.32827
818,21005.47112
819,20990.88146
820,21282.67477
821,21457.75076
822,21727.65957
823,22121.58055
824,23117.32523
825,24889.9696
826,26184.80243
827,26994.52888
828,27129.48328
829,27395.74468
830,27322.79635
831,27187.84195
832,27147.72036000001
833,26914.285710000004
834,26866.8693
835,26885.10638
836,26958.054710000004
837,26844.9848
838,26593.31307
839,26476.59574
840,26527.65957
841,26673.55623
842,26618.84498
843,26407.29483000001
844,26538.60182
845,26582.37082
846,26348.93617
847,26283.28267
848,26206.68693
849,25809.11854
850,25396.96049
851,25108.81459
852,24806.07903
853,24452.27964
854,23872.34043
855,23372.64438
856,23193.92097
857,22821.8845
858,22154.40729
859,21702.12766
860,20914.28571
861,20421.8845
862,19779.93921
863,19517.32523
864,18875.37994
865,18477.81155
866,17934.3465
867,17445.59271
868,17186.62614
869,16851.063830000006
870,16431.610940000002
871,16238.29787
872,15658.35866
873,15333.7386
874,15107.598780000002
875,14888.7538
876,14753.79939
877,14476.59574
878,14392.70517
879,14327.05167
880,14188.44985
881,14159.270519999998
882,14009.72644
883,13900.30395
884,13918.54103
885,13838.29787
886,13736.17021
887,13805.471119999998
888,13776.29179
889,13841.94529
890,13739.81763
891,13772.644380000002
892,13878.41945
893,13809.11854
894,14013.37386
895,14126.443769999998
896,14286.93009
897,14265.04559
898,14472.94833
899,14786.62614
900,15505.16717
901,15457.75076
902,15311.8541
903,15249.84802
904,15253.49544
905,14644.3769
906,14294.22492
907,14429.17933
908,14378.1155
909,13812.76596
910,13754.40729
911,13692.401219999998
912,14064.43769
913,14553.19149
914,15005.471119999998
915,15319.14894
916,15760.486319999998
917,15826.13982
918,16526.443769999998
919,17376.29179
920,16227.355619999998
921,16526.443769999998
922,16737.993919999994
923,17007.90274
924,17358.05471
925,19287.53799
926,20057.14286
927,20093.61702
928,20305.16717
929,20440.121580000006
930,20735.56231
931,21012.76596
932,21202.43161
933,21060.18237
934,21319.14894
935,21180.54711
936,21198.78419
937,21446.80851
938,21527.05167
939,21589.05775
940,21738.60182
941,21775.07599
942,21293.61702
943,21403.03951
944,21147.72036
945,21129.48328
946,21184.19453
947,20830.39514
948,20622.4924
949,20684.49848
950,20677.20365
951,20553.19149
952,20669.90881
953,20297.87234
954,20195.74468
955,19860.18237
956,19860.18237
957,19958.66261
958,19907.59878
959,19772.64438
960,19732.5228
961,19608.51064
962,19546.50456
963,19575.68389
964,19630.39514
965,20002.43161
966,20710.0304
967,21107.59878
968,22088.7538
969,23919.75684
970,25178.1155
971,25787.23404
972,26126.44377
973,26079.02736
974,26130.09119
975,26035.25836
976,25911.2462
977,26060.79027
978,25882.06687
979,25688.7538
980,25783.58663
981,25834.65046
982,25801.82371
983,25422.4924
984,25455.31915
985,25108.81459
986,24849.84802
987,25054.10334
988,25243.769
989,25108.81459
990,24970.21277
991,24838.90578
992,24729.48328
993,24536.17021
994,24240.72948
995,23894.22492
996,23923.40426
997,23675.37994
998,23058.96657
999,22723.40426
1000,22096.04863
1001,21614.58967
1002,21125.83587
1003,20844.9848
1004,20316.10942
1005,19809.11854
1006,19546.50456
1007,19145.28875
1008,18386.62614
1009,17934.3465
1010,17536.77812
1011,17310.6383
1012,16851.063830000006
1013,16508.20669
1014,16099.69605
1015,15767.78116
1016,15643.768999999998
1017,15289.9696
1018,15147.72036
1019,15005.471119999998
1020,14684.498480000002
1021,14534.95441
1022,14060.79027
1023,13973.25228
1024,13703.343469999998
1025,13477.20365
1026,13334.95441
1027,13502.73556
1028,13371.42857
1029,13075.98784
1030,13127.05167
1031,13032.21884
1032,13061.39818
1033,13006.68693
1034,13043.16109
1035,12988.44985
1036,12930.09119
1037,12831.61094
1038,12868.08511
1039,12904.55927
1040,12988.44985
1041,13105.16717
1042,13200.0
1043,13535.56231
1044,14166.56535
1045,13991.48936
1046,13750.75988
1047,13933.1307
1048,13783.586630000002
1049,13170.82067
1050,12488.7538
1051,12029.17933
1052,11981.76292
1053,11606.07903
1054,11438.29787
1055,11533.1307
1056,11704.55927
1057,12273.55623
1058,12240.72948
1059,12568.99696
1060,12941.03343
1061,12922.79635
1062,13331.30699
1063,13714.28571
1064,13236.47416
1065,12382.97872
1066,12817.02128
1067,13243.768999999998
1068,13619.45289
1069,14075.37994
1070,14516.71733
1071,14990.88146
1072,15220.66869
1073,15472.340430000002
1074,15771.428569999998
1075,16427.96353
1076,16530.09119
1077,16858.358659999998
1078,16942.24924
1079,17106.382980000002
1080,17040.72948
1081,17285.10638
1082,17252.27964
1083,17292.40122
1084,17146.50456
1085,16920.36474
1086,16584.80243
1087,17146.50456
1088,17113.67781
1089,17066.2614
1090,17128.267480000002
1091,17212.15805
1092,17259.57447
1093,16898.48024
1094,16876.59574
1095,16894.83283
1096,16898.48024
1097,16949.54407
1098,16810.94225
1099,16562.91793
1100,16424.31611
1101,16573.86018
1102,16489.9696
1103,16402.43161
1104,16355.0152
1105,16190.88146
1106,17077.20365
1107,17693.617019999998
1108,17919.756840000002
1109,17872.34043
1110,18113.06991
1111,18528.87538
1112,19699.69605
1113,21614.58967
1114,22967.78116
1115,23624.31611
1116,24149.54407
1117,24127.65957
1118,23894.22492
1119,23992.70517
1120,24109.42249
1121,24003.64742
1122,24496.04863
1123,24627.35562
1124,24817.02128
1125,24831.61094
1126,24641.94529
1127,24656.53495
1128,24558.05471
1129,24729.48328
1130,24827.96353
1131,24780.54711
1132,24638.29787
1133,24722.18845
1134,24554.40729
1135,24587.23404
1136,24532.5228
1137,24007.29483000001
1138,23832.21884
1139,23573.25228
1140,23204.86322
1141,22734.3465
1142,22413.37386
1143,21782.37082
1144,21286.32219
1145,21096.65653
1146,20556.83891
1147,20038.90578
1148,19448.02432
1149,18926.44377
1150,18466.8693
1151,17700.91185
1152,17387.23404
1153,16880.243159999998
1154,16511.8541
1155,16081.45897
1156,15457.75076
1157,15286.32219
1158,14735.56231
1159,14596.96049
1160,14316.10942
1161,13874.77204
1162,13663.22188
1163,13582.97872
1164,13404.25532
1165,13200.0
1166,12988.44985
1167,12937.38602
1168,12733.1307
1169,12638.29787
1170,12711.2462
1171,12751.36778
1172,12579.93921
1173,12426.74772
1174,12423.1003
1175,12481.45897
1176,12612.76596
1177,12455.92705
1178,12339.20973
1179,12474.16413
1180,12499.69605
1181,12616.41337
1182,12827.96353
1183,12820.66869
1184,12973.86018
1185,13159.87842
1186,13510.0304
1187,13882.06687
1188,14637.08207
1189,14604.255319999998
1190,14564.13374
1191,14939.81763
1192,15235.25836
1193,15144.07295
1194,15063.82979
1195,15417.629180000002
1196,15362.91793
1197,14972.644380000002
1198,14615.197569999998
1199,14494.83283
1200,14586.01824
1201,14968.99696
1202,15355.6231
1203,15869.90881
1204,16088.7538
1205,16515.501519999998
1206,16675.98784
1207,16924.01216
1208,17317.93313
1209,17518.54103
1210,17974.468090000002
1211,18550.75988
1212,18944.68085
1213,19145.28875
1214,19382.37082
1215,19648.63222
1216,19779.93921
1217,19790.88146
1218,19878.41945
1219,20257.75076
1220,20513.06991
1221,20491.18541
1222,20677.20365
1223,20618.84498
1224,20305.16717
1225,20487.53799
1226,20801.21581
1227,21220.66869
1228,21392.09726
1229,21315.50152
1230,21034.65046
1231,21060.18237
1232,21093.00912
1233,21111.2462
1234,20954.40729
1235,20761.09422
1236,20702.73556
1237,20779.33131
1238,20888.7538
1239,21176.8997
1240,21093.00912
1241,21060.18237
1242,21034.65046
1243,21005.47112
1244,21012.76596
1245,21114.89362
1246,20768.38906
1247,20502.12766
1248,20203.03951
1249,20290.57751
1250,20454.71125
1251,20305.16717
1252,20144.68085
1253,20221.2766
1254,20680.85106
1255,21282.67477
1256,22008.51064
1257,23646.20061
1258,25451.67173
1259,26844.9848
1260,26793.92097
1261,26717.32523
1262,26859.57447
1263,26950.75988
1264,26578.7234
1265,26491.18541
1266,26465.6535
1267,26458.35866
1268,26246.80851
1269,26213.98176
1270,26144.68085
1271,26141.03343
1272,25933.1307
1273,26075.37994
1274,26206.68693
1275,26203.03951
1276,26057.14286
1277,25871.12462
1278,25809.11854
1279,25681.45897
1280,25524.62006
1281,25258.35866
1282,24926.44377
1283,24536.17021
1284,23854.10334
1285,23372.64438
1286,22898.48024
1287,22387.84195
1288,22012.15805
1289,21545.28875
1290,20990.88146
1291,20567.78116
1292,19889.3617
1293,19396.96049
1294,18897.26444
1295,18262.61398
1296,17697.26444
1297,17274.16413
1298,16942.24924
1299,16551.97568
1300,16198.17629
1301,15607.29483
1302,15308.20669
1303,14844.9848
1304,14491.18541
1305,14305.16717
1306,14122.79635
1307,13980.54711
1308,13790.88146
1309,13663.22188
1310,13407.90274
1311,13181.76292
1312,13313.06991
1313,13207.29483
1314,13116.10942
1315,13251.06383
1316,13116.10942
1317,13229.17933
1318,13207.29483
1319,13185.41033
1320,13137.99392
1321,12948.32827
1322,13057.75076
1323,13210.94225
1324,13200.0
1325,13331.30699
1326,13407.90274
1327,13251.06383
1328,13557.44681
1329,13619.45289
1330,13856.53495
1331,14407.29483
1332,14943.46505
1333,14866.8693
1334,14994.528880000002
1335,15001.82371
1336,15271.73252
1337,15173.25228
1338,15432.21884
1339,15913.67781
1340,15829.787230000002
1341,15527.05167
1342,15206.07903
1343,14881.45897
1344,14972.644380000002
1345,15362.91793
1346,15891.79331
1347,16165.34954
1348,16675.98784
1349,16767.17325
1350,17095.440730000002
1351,17493.00912
1352,17868.69301
1353,18335.56231
1354,18492.40122
1355,18780.54711
1356,19097.87234
1357,19272.948330000007
1358,19353.19149
1359,19831.00304
1360,19907.59878
1361,19878.41945
1362,20192.09726
1363,20454.71125
1364,20914.28571
1365,21111.2462
1366,21045.59271
1367,20903.34347
1368,20866.8693
1369,21260.79027
1370,21370.21277
1371,21388.44985
1372,21235.25836
1373,21443.16109
1374,21195.13678
1375,21198.78419
1376,21023.70821
1377,20885.10638
1378,20885.10638
1379,20830.39514
1380,21107.59878
1381,21162.31003
1382,21198.78419
1383,21136.77812
1384,21140.42553
1385,21180.54711
1386,21162.31003
1387,21257.14286
1388,21388.44985
1389,21202.43161
1390,20819.45289
1391,20527.65957
1392,20432.82675
1393,20549.54407
1394,20564.13374
1395,20761.09422
1396,20757.44681
1397,20958.05471
1398,20804.86322
1399,21275.37994
1400,22252.88754
1401,23974.46809
1402,25725.22796
1403,26556.83891
1404,26640.72948
1405,26903.34347
1406,27133.1307
1407,27049.24012
1408,26870.51672
1409,26684.49848
1410,26717.32523
1411,26691.79331
1412,26629.78723
1413,26451.06383000001
1414,26294.22492
1415,26009.72644
1416,25958.66261
1417,26250.45593
1418,26199.3921
1419,26308.81459
1420,26265.04559
1421,26137.38602
1422,25874.77204
1423,25597.56839
1424,25353.19149
1425,25086.93009
1426,24933.7386
1427,24612.76596
1428,24200.6079
1429,23959.87842
1430,23493.00912
1431,22905.77508
1432,22318.54103
1433,21953.79939
1434,21056.53495
1435,20524.01216
1436,19823.70821
1437,19444.3769
1438,19134.3465
1439,18525.22796
1440,18087.53799
1441,17733.7386
1442,17285.10638
1443,16931.30699
1444,16402.43161
1445,15869.90881
1446,15589.05775
1447,15191.48936
1448,14874.16413
1449,14520.36474
1450,14257.75076
1451,14122.79635
1452,14035.25836
1453,13659.57447
1454,13663.22188
1455,13502.73556
1456,13258.35866
1457,13218.23708
1458,13269.30091
1459,13251.06383
1460,13112.46201
1461,13178.1155
1462,13097.87234
1463,13024.92401
1464,13013.98176
1465,13024.92401
1466,12977.5076
1467,12988.44985
1468,13006.68693
1469,13178.1155
1470,13090.57751
1471,13236.47416
1472,13218.23708
1473,13535.56231
1474,13484.498480000002
1475,13907.598780000002
1476,14403.64742
1477,14403.64742
1478,14203.03951
1479,14133.7386
1480,14035.25836
1481,13659.57447
1482,13130.69909
1483,12922.79635
1484,12415.80547
1485,12204.25532
1486,12255.31915
1487,12390.27356
1488,12919.14894
1489,13240.12158
1490,13524.62006
1491,13874.77204
1492,14235.86626
1493,14589.66565
1494,15012.76596
1495,15446.80851
1496,16158.05471
1497,16526.443769999998
1498,16891.18541
1499,17441.94529
1500,17766.56535
1501,18105.77508
1502,18386.62614
1503,18908.20669
1504,19232.82675
1505,19659.57447
1506,19896.65653
1507,19903.95137
1508,20097.26444
1509,20345.28875
1510,20629.78723
1511,20626.13982
1512,20793.92097
1513,20954.40729
1514,20961.70213
1515,21038.29787
1516,21147.72036
1517,20571.42857
1518,20239.51368
1519,20115.50152
1520,20122.79635
1521,19940.42553
1522,20305.16717
1523,20170.21277
1524,20166.56535
1525,20086.32219
1526,20089.9696
1527,20283.28267
1528,20188.44985
1529,20079.02736
1530,20170.21277
1531,20224.92401
1532,20057.14286
1533,20006.07903
1534,19976.8997
1535,19590.27356
1536,19634.04255
1537,19674.16413
1538,19324.01216
1539,19218.237080000006
1540,19302.12766
1541,19254.71125
1542,19531.91489
1543,20075.37994
1544,20706.38298
1545,22012.15805
1546,23959.87842
1547,25320.36474
1548,25604.86322
1549,25696.04863
1550,25732.5228
1551,25783.58663
1552,25717.93313
1553,25655.92705
1554,25520.97264
1555,25502.73556
1556,25440.72948
1557,25531.91489
1558,25455.31915
1559,25590.27356
1560,25510.0304
1561,25349.54407
1562,25429.78723
1563,25553.79939
1564,25798.17629
1565,25831.00304
1566,25827.35562
1567,25838.29787
1568,25520.97264
1569,25612.15805
1570,25473.55623
1571,24787.84195
1572,24328.26748
1573,24164.13374
1574,23875.98784
1575,23376.29179
1576,22748.93617
1577,22227.35562
1578,21632.82675
1579,21089.3617
1580,20582.37082
1581,19973.25228
1582,19597.56839
1583,19276.59574
1584,18740.42553
1585,18375.68389
1586,17843.16109
1587,17431.00304
1588,16774.468090000002
1589,16303.95137
1590,16066.8693
1591,15796.96049
1592,15490.57751
1593,15041.94529
1594,14826.74772
1595,14786.62614
1596,14527.659569999998
1597,14392.70517
1598,14195.744680000002
1599,13914.89362
1600,13907.598780000002
1601,13951.36778
1602,13871.12462
1603,13845.59271
1604,13925.83587
1605,13794.528880000002
1606,13812.76596
1607,13696.04863
1608,13750.75988
1609,13706.99088
1610,13743.46505
1611,13787.23404
1612,13831.00304
1613,13801.82371
1614,14017.02128
1615,13896.656530000002
1616,14097.26444
1617,14348.93617
1618,14400.0
1619,14746.50456
1620,15596.35258
1621,15454.10334
1622,15534.3465
1623,15705.77508
1624,15775.07599
1625,15993.92097
1626,16168.99696
1627,16329.48328
1628,16271.12462
1629,15698.48024
1630,15618.23708
1631,15490.57751
1632,15592.70517
1633,15982.97872
1634,16489.9696
1635,16854.71125
1636,17182.97872
1637,17354.40729
1638,17711.8541
